Country,DR,Economy,Family,Freedom,Generosity,H_Rank,H_Score,Health,Region,Trust,year
Honduras,2.0658111572265603,0.730573117733002,1.14394497871399,0.348079860210419,0.23618887364864305,91,5.1810002326965305,0.582569479942322,Latin America and Caribbean,0.0733454525470734,2017
Macedonia,1.6174693107605,1.06457793712616,1.20789301395416,0.325905978679657,0.25376096367836,92,5.1750001907348615,0.644948184490204,Central and Eastern Europe,0.0602777935564518,2017
Somalia,3.11748456954956,0.0226431842893362,0.7211513519287109,0.602126955986023,0.291631311178207,93,5.151000022888179,0.113989137113094,Sub-Saharan Africa,0.28241032361984303,2017
Vietnam,1.46231865882874,0.7885475754737851,1.27749133110046,0.571055591106415,0.234968051314354,94,5.07399988174438,0.6521689891815191,Southeastern Asia,0.0876332372426987,2017
Nigeria,2.36539053916931,0.783756256103516,1.21577048301697,0.394952565431595,0.230947196483612,95,5.07399988174438,0.0569157302379608,Sub-Saharan Africa,0.0261215660721064,2017
Tajikistan,1.8490493297576895,0.524713635444641,1.27146327495575,0.471566706895828,0.24899764358997306,96,5.04099988937378,0.5292351245880129,Central and Eastern Europe,0.14637714624404902,2017
Bhutan,1.14018440246582,0.885416388511658,1.3401265144348102,0.5015376806259161,0.474054545164108,97,5.01100015640259,0.495879292488098,Southern Asia,0.17338038980960802,2017
Kyrgyzstan,1.53672313690186,0.5962200760841371,1.39423859119415,0.454943388700485,0.42858037352562,98,5.0040001869201705,0.553457796573639,Central and Eastern Europe,0.0394391790032387,2017
Nepal,1.8912410736084,0.479820191860199,1.17928326129913,0.4403059482574461,0.3940961658954621,99,4.961999893188481,0.504130780696869,Southern Asia,0.0729755461215973,2017
Mongolia,1.11129236221313,1.02723586559296,1.4930112361908,0.3941439688205721,0.338464230298996,100,4.95499992370605,0.557783484458923,Eastern Asia,0.0329022891819477,2017
South Africa,1.51090860366821,1.05469870567322,1.38478863239288,0.479246735572815,0.13936237990856198,101,4.8289999961853,0.18708007037639604,Sub-Saharan Africa,0.0725094974040985,2017
Tunisia,1.8902511596679696,1.00726580619812,0.8683514595031742,0.289680689573288,0.0496933571994305,102,4.80499982833862,0.613212049007416,Middle East and Northern Africa,0.0867231488227844,2017
Palestinian Territories,1.8788902759552,0.716249227523804,1.15564715862274,0.25471106171608,0.114173173904419,103,4.77500009536743,0.565666973590851,Middle East and Northern Africa,0.0892826020717621,2017
Egypt,1.70216107368469,0.989701807498932,0.997471392154694,0.28211015462875394,0.128631442785263,104,4.7350001335144,0.520187258720398,Middle East and Northern Africa,0.114381365478039,2017
Bulgaria,0.996139287948608,1.1614590883255,1.43437945842743,0.2892317175865169,0.113177694380283,105,4.71400022506714,0.708217680454254,Central and Eastern Europe,0.0110515309497714,2017
Sierra Leone,2.66845989227295,0.36842092871666,0.984136044979095,0.318697690963745,0.293040901422501,106,4.70900011062622,0.005564753897488121,Sub-Saharan Africa,0.0710951760411263,2017
Cameroon,2.3336455821991,0.564305365085602,0.946018218994141,0.430388748645782,0.23629845678806305,107,4.69500017166138,0.132892116904259,Sub-Saharan Africa,0.0513066314160824,2017
Iran,1.49873495101929,1.15687310695648,0.7115512490272521,0.24932260811328896,0.387242913246155,108,4.69199991226196,0.639333188533783,Middle East and Northern Africa,0.048761073499918005,2017
Albania,1.49044156074524,0.996192753314972,0.8036852478981021,0.381498634815216,0.201312944293022,109,4.64400005340576,0.731159746646881,Central and Eastern Europe,0.0398642159998417,2017
Bangladesh,1.9787361621856696,0.586682975292206,0.735131740570068,0.478356659412384,0.17225535213947304,110,4.60799980163574,0.533241033554077,Southern Asia,0.123717859387398,2017
Namibia,1.4818902015686002,0.964434325695038,1.0984708070755,0.520303547382355,0.0771337449550629,111,4.57399988174438,0.33861181139946,Sub-Saharan Africa,0.0931469723582268,2017
Kenya,1.6519021987915,0.560479462146759,1.06795072555542,0.452763766050339,0.444860309362411,112,4.55299997329712,0.30998834967613204,Sub-Saharan Africa,0.0646413192152977,2017
Mozambique,2.3556509017944305,0.234305649995804,0.870701014995575,0.480791091918945,0.322228103876114,113,4.5500001907348615,0.106654435396194,Sub-Saharan Africa,0.17943638563156106,2017
Myanmar,1.11529040336609,0.36711055040359497,1.12323594093323,0.514492034912109,0.8380751609802249,114,4.54500007629395,0.397522568702698,Southeastern Asia,0.188816204667091,2017
Senegal,1.78964614868164,0.479309022426605,1.17969191074371,0.37792226672172496,0.183468893170357,115,4.53499984741211,0.409362852573395,Sub-Saharan Africa,0.115460447967052,2017
Zambia,1.82670545578003,0.6364067792892459,1.00318729877472,0.461603492498398,0.249580144882202,116,4.513999938964839,0.25783589482307395,Sub-Saharan Africa,0.0782135501503944,2017
Iraq,1.31890726089478,1.1027104854583702,0.978613197803497,0.288555532693863,0.19963726401329,117,4.49700021743774,0.501180469989777,Middle East and Northern Africa,0.107215754687786,2017
Gabon,1.3229162693023702,1.1982102394104,1.1556202173233,0.31232857704162603,0.0437853783369064,118,4.46500015258789,0.35657858848571794,Sub-Saharan Africa,0.0760467872023582,2017
Ethiopia,2.01574373245239,0.339233845472336,0.8646692037582401,0.408842742443085,0.31265074014663696,119,4.46000003814697,0.353409707546234,Sub-Saharan Africa,0.16545571386814098,2017
Sri Lanka,0.4193892478942871,1.00985014438629,1.25997638702393,0.561213254928589,0.490863561630249,120,4.44000005722046,0.625130832195282,Southern Asia,0.0736539661884308,2017
Armenia,1.5214991569519,0.900596737861633,1.00748372077942,0.198303267359734,0.0834880918264389,121,4.37599992752075,0.637524425983429,Central and Eastern Europe,0.0266744215041399,2017
India,1.5191171169281,0.7922212481498722,0.754372596740723,0.469987004995346,0.23153848946094505,122,4.31500005722046,0.455427616834641,Southern Asia,0.0922268852591515,2017
Mauritania,1.65163731575012,0.6484572887420649,1.2720308303833,0.0960980430245399,0.201870024204254,123,4.29199981689453,0.285349279642105,Sub-Saharan Africa,0.136957004666328,2017
Congo (Brazzaville),1.72413563728333,0.8089642524719242,0.8320443630218509,0.4350258708000179,0.12085212767124197,124,4.29099988937378,0.28995743393898,Sub-Saharan Africa,0.0796181336045265,2017
Georgia,1.50013780593872,0.950612664222717,0.57061493396759,0.309410035610199,0.0540088154375553,125,4.28599977493286,0.649546980857849,Central and Eastern Europe,0.25166663527488703,2017
Congo (Kinshasa),2.22495865821838,0.0921023488044739,1.22902345657349,0.235961347818375,0.246455833315849,126,4.280000209808351,0.191407024860382,Sub-Saharan Africa,0.0602413564920425,2017
Mali,1.66819095611572,0.476180493831635,1.2814733982086202,0.306613743305206,0.183354198932648,127,4.19000005722046,0.16936567425727805,Sub-Saharan Africa,0.10497024655342098,2017
Ivory Coast,1.84496426582336,0.6030489206314089,0.904780030250549,0.4477061927318571,0.201237469911575,128,4.17999982833862,0.0486421696841717,Sub-Saharan Africa,0.130061775445938,2017
Cambodia,1.04294109344482,0.6017650961875921,1.00623834133148,0.633375823497772,0.385922968387604,129,4.1680002212524405,0.429783403873444,Southeastern Asia,0.0681059509515762,2017
Sudan,1.6870658397674598,0.6595166921615601,1.21400856971741,0.0149958552792668,0.182317450642586,130,4.138999938964839,0.290920823812485,Sub-Saharan Africa,0.089847519993782,2017
Ghana,1.57786750793457,0.667224824428558,0.873664736747742,0.423026293516159,0.25692394375801103,131,4.11999988555908,0.29563772678375205,Sub-Saharan Africa,0.0253363698720932,2017
Ukraine,0.8143823146820072,0.89465194940567,1.39453756809235,0.122974775731564,0.270061463117599,132,4.09600019454956,0.575903952121735,Central and Eastern Europe,0.0230294708162546,2017
Uganda,1.526362657547,0.381430715322495,1.12982773780823,0.443185955286026,0.32576605677604703,133,4.08099985122681,0.21763260662555706,Sub-Saharan Africa,0.057069718837738,2017
Burkina Faso,1.72721290588379,0.3502277135849001,1.04328000545502,0.32436785101890603,0.250864684581757,134,4.03200006484985,0.21584425866603896,Sub-Saharan Africa,0.12032810598611805,2017
Niger,1.87398338317871,0.16192533075809498,0.993025004863739,0.36365869641304,0.228673845529556,135,4.02799987792969,0.26850500702858,Sub-Saharan Africa,0.13857294619083402,2017
Malawi,2.08178615570068,0.233442038297653,0.5125688314437871,0.466914653778076,0.28717046976089505,136,3.97000002861023,0.315089583396912,Sub-Saharan Africa,0.0727116540074348,2017
Chad,2.07123804092407,0.43801298737525896,0.953855872154236,0.16234202682972002,0.216113850474358,137,3.9360001087188703,0.0411347150802612,Sub-Saharan Africa,0.0535818822681904,2017
Zimbabwe,1.59797024726868,0.3758465349674221,1.08309590816498,0.336384207010269,0.189143493771553,138,3.875,0.19676375389099104,Sub-Saharan Africa,0.0953753814101219,2017
Lesotho,1.42983531951904,0.521021246910095,1.19009518623352,0.390661299228668,0.157497271895409,139,3.80800008773804,0.0,Sub-Saharan Africa,0.119094640016556,2017
Angola,1.61448240280151,0.8584281802177429,1.10441195964813,0.0,0.09792649000883097,140,3.79500007629395,0.0498686656355858,Sub-Saharan Africa,0.0697203353047371,2017
Afghanistan,2.15080118179321,0.401477217674255,0.581543326377869,0.106179520487785,0.311870932579041,141,3.79399991035461,0.18074677884578694,Southern Asia,0.0611578300595284,2017
Botswana,0.3779137134552,1.12209415435791,1.22155499458313,0.505196332931519,0.0993484482169151,142,3.7660000324249294,0.34175550937652605,Sub-Saharan Africa,0.0985831990838051,2017
Benin,1.88563096523285,0.43108540773391707,0.435299843549728,0.42596277594566295,0.207948461174965,143,3.65700006484985,0.20993021130561804,Sub-Saharan Africa,0.0609290152788162,2017
Madagascar,1.58461260795593,0.305808693170547,0.9130203723907472,0.18919676542282104,0.208732530474663,144,3.64400005340576,0.375223308801651,Sub-Saharan Africa,0.0672319754958153,2017
Haiti,1.69716763496399,0.368610262870789,0.640449821949005,0.0303698573261499,0.4892037808895109,145,3.6029999256134,0.277321130037308,Latin America and Caribbean,0.0998721495270729,2017
Yemen,1.34560060501099,0.5916834473609921,0.93538224697113,0.24946372210979506,0.104125209152699,146,3.59299993515015,0.310080915689468,Middle East and Northern Africa,0.0567674227058887,2017
South Sudan,1.8795673847198504,0.39724862575531,0.601323127746582,0.147062435746193,0.285670816898346,147,3.5910000801086404,0.163486003875732,Sub-Saharan Africa,0.116793513298035,2017
Liberia,1.6732859611511202,0.119041793048382,0.8721179366111759,0.33288118243217496,0.26654988527298,148,3.532999992370609,0.229918196797371,Sub-Saharan Africa,0.0389482490718365,2017
Guinea,1.55231189727783,0.24454993009567305,0.7912446856498722,0.348587512969971,0.264815092086792,149,3.50699996948242,0.194129139184952,Sub-Saharan Africa,0.110937617719173,2017
Togo,1.8372292518615705,0.3054447174072269,0.4318825304508211,0.38042613863945,0.19689615070819896,150,3.4949998855590803,0.247105568647385,Sub-Saharan Africa,0.0956650152802467,2017
Rwanda,0.540061235427856,0.368745893239975,0.945707023143768,0.5818438529968261,0.2527560293674469,151,3.47099995613098,0.326424807310104,Sub-Saharan Africa,0.455220013856888,2017
Syria,1.06157350540161,0.777153134346008,0.396102607250214,0.0815394446253777,0.493663728237152,152,3.46199989318848,0.5005333423614501,Middle East and Northern Africa,0.15134713053703305,2017
Tanzania,0.621130466461182,0.511135876178741,1.04198980331421,0.390017777681351,0.354256361722946,153,3.34899997711182,0.364509284496307,Sub-Saharan Africa,0.0660351067781448,2017
Burundi,1.68302416801453,0.091622568666935,0.629793584346771,0.0599007532000542,0.20443518459796894,154,2.90499997138977,0.151610791683197,Sub-Saharan Africa,0.0841479450464249,2017
Central African Republic,2.06600475311279,0.0,0.0,0.270842045545578,0.280876487493515,155,2.69300007820129,0.0187726859003305,Sub-Saharan Africa,0.0565650761127472,2017
